1;8;4;4
2;3;8;4
3;8;7;4
4;4;5;4
5;7;2;4
6;4;2;4
7;0;0;4
8;6;5;4
9;0;8;4
10;1;9;4
11;0;4;4
12;6;1;4
13;9;7;4
14;1;7;4
15;4;6;4
16;5;5;4
17;2;2;4
18;8;5;4
19;1;5;4
20;6;8;4
21;3;7;2
22;0;3;4
23;2;0;4
24;0;5;4
25;0;1;4
26;6;6;4
27;5;7;2
28;1;8;4
29;7;1;4
30;5;0;4
31;5;1;4
32;1;6;4
33;4;0;4
34;9;5;4
35;8;0;2
36;3;9;4
37;4;1;4
38;6;2;4
39;2;1;4
40;9;1;4
41;4;7;2
42;5;6;4
43;2;7;4
44;1;0;2
45;3;2;2
46;7;3;2
47;9;2;4
48;4;8;4
49;5;3;2
50;9;4;4
